,Unnamed: 0,POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year,TeamName,unique,imaged_url
697,697,88,Siddhesh Lad,1,1,0,15,15,15.0,13,115.38,0,0,1,1,2019,MI,siddheshlad,https://scores.iplt20.com/ipl/playerimages/Siddhesh%20Lad.png
698,698,89,Alzarri Joseph,3,2,2,15,15,0.0,13,115.38,0,0,2,0,2019,MI,alzarrijoseph,https://scores.iplt20.com/ipl/playerimages/Alzarri%20Joseph.png
699,699,90,Shardul Thakur,10,3,1,14,12,7.0,7,200.0,0,0,1,1,2019,CSK,shardulthakur,https://scores.iplt20.com/ipl/playerimages/Shardul%20Thakur.png
700,700,91,Kagiso Rabada,12,4,1,14,9,4.66,15,93.33,0,0,0,1,2019,DC,kagisorabada,https://scores.iplt20.com/ipl/playerimages/Kagiso%20Rabada.png
701,701,92,Kuldeep Yadav,9,4,2,12,10,6.0,8,150.0,0,0,1,0,2019,KKR,kuldeepyadav,https://scores.iplt20.com/ipl/playerimages/Kuldeep%20Yadav.png
702,702,93,Rahul Chahar,13,4,2,12,10,6.0,11,109.09,0,0,2,0,2019,MI,rahulchahar,https://scores.iplt20.com/ipl/playerimages/Rahul%20Chahar.png
703,703,94,Bhuvneshwar Kumar,15,5,2,12,7,4.0,19,63.15,0,0,1,0,2019,SRH,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
704,704,95,Carlos Brathwaite,2,2,0,11,6,5.5,10,110.0,0,0,1,0,2019,KKR,carlosbrathwaite,https://scores.iplt20.com/ipl/playerimages/Carlos%20Brathwaite.png
705,705,96,Mitchell McClenaghan,5,4,1,11,10,3.66,16,68.75,0,0,2,0,2019,MI,mitchellmcclenaghan,https://scores.iplt20.com/ipl/playerimages/Mitchell%20McClenaghan.png
706,706,97,Ishant Sharma,13,3,3,10,10,0.0,3,333.33,0,0,1,1,2019,DC,ishantsharma,https://scores.iplt20.com/ipl/playerimages/Ishant%20Sharma.png
707,707,98,KC Cariappa,1,1,1,9,9,0.0,3,300.0,0,0,0,1,2019,KKR,kccariappa,https://scores.iplt20.com/ipl/playerimages/KC%20Cariappa.png
708,708,99,Abhishek Sharma,3,3,1,9,5,4.5,9,100.0,0,0,1,0,2019,SRH,abhisheksharma,https://scores.iplt20.com/ipl/playerimages/Abhishek%20Sharma.png
709,709,100,Heinrich Klaasen,3,2,0,9,6,4.5,10,90.0,0,0,0,0,2019,RCB,heinrichklaasen,https://scores.iplt20.com/ipl/playerimages/Heinrich%20Klaasen.png
710,710,101,Shakib Al Hasan,3,1,0,9,9,9.0,10,90.0,0,0,0,0,2019,SRH,shakibalhasan,https://scores.iplt20.com/ipl/playerimages/Shakib%20Al%20Hasan.png
711,711,102,Tim Southee,3,1,1,9,9,0.0,9,100.0,0,0,0,0,2019,RCB,timsouthee,https://scores.iplt20.com/ipl/playerimages/Tim%20Southee.png
712,712,103,Pawan Negi,7,4,0,9,5,2.25,12,75.0,0,0,1,0,2019,RCB,pawannegi,https://scores.iplt20.com/ipl/playerimages/Pawan%20Negi.png
713,713,104,Mahipal Lomror,2,1,0,8,8,8.0,3,266.66,0,0,2,0,2019,RR,mahipallomror,https://scores.iplt20.com/ipl/playerimages/Mahipal%20Lomror.png
714,714,105,Nikhil Naik,1,1,0,7,7,7.0,16,43.75,0,0,1,0,2019,KKR,nikhilnaik,https://scores.iplt20.com/ipl/playerimages/Nikhil%20Naik.png
715,715,106,Ricky Bhui,1,1,0,7,7,7.0,12,58.33,0,0,0,0,2019,SRH,rickybhui,https://scores.iplt20.com/ipl/playerimages/Ricky%20Bhui.png
716,716,107,Trent Boult,5,3,2,7,6,7.0,4,175.0,0,0,0,1,2019,DC,trentboult,https://scores.iplt20.com/ipl/playerimages/Trent%20Boult.png
717,717,108,Deepak Chahar,17,2,0,7,7,3.5,9,77.77,0,0,1,0,2019,CSK,deepakchahar,https://scores.iplt20.com/ipl/playerimages/Deepak%20Chahar.png
718,718,109,Jagadeesha Suchith,1,1,0,6,6,6.0,15,40.0,0,0,0,0,2019,DC,jagadeeshasuchith,https://scores.iplt20.com/ipl/playerimages/Jagadeesha%20Suchith.png
719,719,110,Ish Sodhi,2,1,0,6,6,6.0,11,54.54,0,0,0,0,2019,RR,ishsodhi,https://scores.iplt20.com/ipl/playerimages/Ish%20Sodhi.png
720,720,111,Mayank Markande,3,2,1,6,6,6.0,5,120.0,0,0,1,0,2019,MI,mayankmarkande,https://scores.iplt20.com/ipl/playerimages/Mayank%20Markande.png
721,721,112,Sandeep Sharma,11,2,2,6,5,0.0,3,200.0,0,0,1,0,2019,SRH,sandeepsharma,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Sharma.png
722,722,113,Yuzvendra Chahal,14,3,1,6,4,3.0,16,37.5,0,0,0,0,2019,RCB,yuzvendrachahal,https://scores.iplt20.com/ipl/playerimages/Yuzvendra%20Chahal.png
723,723,114,Dhruv Shorey,1,1,0,5,5,5.0,8,62.5,0,0,0,0,2019,CSK,dhruvshorey,https://scores.iplt20.com/ipl/playerimages/Dhruv%20Shorey.png
724,724,115,Karun Nair,1,1,0,5,5,5.0,6,83.33,0,0,0,0,2019,PBKS,karunnair,https://scores.iplt20.com/ipl/playerimages/Karun%20Nair.png
725,725,116,Rasikh Salam,1,1,1,5,5,0.0,4,125.0,0,0,0,0,2019,MI,rasikhsalam,https://scores.iplt20.com/ipl/playerimages/Rasikh%20Salam.png
726,726,117,Dhawal Kulkarni,10,1,1,5,5,0.0,3,166.66,0,0,1,0,2019,RR,dhawalkulkarni,https://scores.iplt20.com/ipl/playerimages/Dhawal%20Kulkarni.png
727,727,118,Avesh Khan,1,1,1,4,4,0.0,3,133.33,0,0,1,0,2019,DC,aveshkhan,https://scores.iplt20.com/ipl/playerimages/Avesh%20Khan.png
728,728,119,Hanuma Vihari,2,2,0,4,2,2.0,8,50.0,0,0,0,0,2019,DC,hanumavihari,https://scores.iplt20.com/ipl/playerimages/Hanuma%20Vihari.png
729,729,120,Mohammed Siraj,9,4,3,4,3,4.0,14,28.57,0,0,0,0,2019,RCB,mohammedsiraj,https://scores.iplt20.com/ipl/playerimages/Mohammed%20Siraj.png
730,730,121,Barinder Sran,2,1,1,3,3,0.0,3,100.0,0,0,0,0,2019,MI,barindersran,https://scores.iplt20.com/ipl/playerimages/Barinder%20Sran.png
731,731,122,Ashton Turner,4,4,1,3,3,1.0,10,30.0,0,0,0,0,2019,RR,ashtonturner,https://scores.iplt20.com/ipl/playerimages/Ashton%20Turner.png
732,732,123,Varun Aaron,5,1,1,3,3,0.0,7,42.85,0,0,0,0,2019,RR,varunaaron,https://scores.iplt20.com/ipl/playerimages/Varun%20Aaron.png
733,733,124,Hardus Viljoen,6,3,1,3,2,1.5,7,42.85,0,0,0,0,2019,PBKS,hardusviljoen,https://scores.iplt20.com/ipl/playerimages/Hardus%20Viljoen.png
734,734,125,Murugan Ashwin,10,3,2,3,1,3.0,5,60.0,0,0,0,0,2019,PBKS,muruganashwin,https://scores.iplt20.com/ipl/playerimages/Murugan%20Ashwin.png
735,735,126,Navdeep Saini,13,2,1,2,2,2.0,4,50.0,0,0,0,0,2019,RCB,navdeepsaini,https://scores.iplt20.com/ipl/playerimages/Navdeep%20Saini.png
736,736,127,Basil Thampi,3,1,1,1,1,0.0,1,100.0,0,0,0,0,2019,SRH,basilthampi,https://scores.iplt20.com/ipl/playerimages/Basil%20Thampi.png
737,737,128,Washington Sundar,3,2,0,1,1,0.5,3,33.33,0,0,0,0,2019,RCB,washingtonsundar,https://scores.iplt20.com/ipl/playerimages/Washington%20Sundar.png
738,738,129,Harry Gurney,8,1,1,1,1,0.0,5,20.0,0,0,0,0,2019,KKR,harrygurney,https://scores.iplt20.com/ipl/playerimages/Harry%20Gurney.png
739,739,130,Harbhajan Singh,11,1,0,1,1,1.0,3,33.33,0,0,0,0,2019,CSK,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
740,740,131,Jaydev Unadkat,11,4,3,1,1,1.0,3,33.33,0,0,0,0,2019,RR,jaydevunadkat,https://scores.iplt20.com/ipl/playerimages/Jaydev%20Unadkat.png
741,741,132,Mohammad Shami,14,2,1,1,1,1.0,2,50.0,0,0,0,0,2019,PBKS,mohammadshami,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Shami.png
742,742,133,Joe Denly,1,1,0,0,0,0.0,1,0.0,0,0,0,0,2019,KKR,joedenly,https://scores.iplt20.com/ipl/playerimages/Joe%20Denly.png
743,743,134,Mohit Sharma,1,1,1,0,0,0.0,2,0.0,0,0,0,0,2019,CSK,mohitsharma,https://scores.iplt20.com/ipl/playerimages/Mohit%20Sharma.png
744,744,135,Sam Billings,1,1,0,0,0,0.0,4,0.0,0,0,0,0,2019,CSK,sambillings,https://scores.iplt20.com/ipl/playerimages/Sam%20Billings.png
745,745,136,Harshal Patel,2,2,1,0,0,0.0,2,0.0,0,0,0,0,2019,DC,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
746,746,137,Prithvi Raj Yarra,2,1,1,0,0,0.0,1,0.0,0,0,0,0,2019,KKR,prithvirajyarra,https://scores.iplt20.com/ipl/playerimages/Prithvi%20Raj%20Yarra.png
747,747,138,Mujeeb Ur Rahman,5,3,2,0,0,0.0,4,0.0,0,0,0,0,2019,PBKS,mujeeburrahman,https://scores.iplt20.com/ipl/playerimages/Mujeeb%20Ur%20Rahman.png
748,748,139,Andrew Tye,6,1,1,0,0,0.0,2,0.0,0,0,0,0,2019,PBKS,andrewtye,https://scores.iplt20.com/ipl/playerimages/Andrew%20Tye.png
749,749,140,Sandeep Lamichhane,6,1,0,0,0,0.0,1,0.0,0,0,0,0,2019,DC,sandeeplamichhane,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Lamichhane.png
750,750,141,Siddarth Kaul,7,2,1,0,0,0.0,1,0.0,0,0,0,0,2019,SRH,siddarthkaul,https://scores.iplt20.com/ipl/playerimages/Siddarth%20Kaul.png
751,751,142,Khaleel Ahmed,9,1,0,0,0,0.0,1,0.0,0,0,0,0,2019,SRH,khaleelahmed,https://scores.iplt20.com/ipl/playerimages/Khaleel%20Ahmed.png
752,752,143,Prasidh Krishna,11,1,0,0,0,0.0,2,0.0,0,0,0,0,2019,KKR,prasidhkrishna,https://scores.iplt20.com/ipl/playerimages/Prasidh%20Krishna.png
753,753,144,Jasprit Bumrah,16,3,3,0,0,0.0,1,0.0,0,0,0,0,2019,MI,jaspritbumrah,https://scores.iplt20.com/ipl/playerimages/Jasprit%20Bumrah.png
754,754,1,Kane Williamson,17,17,3,735,84,52.5,516,142.44,0,8,64,28,2018,SRH,kanewilliamson,https://scores.iplt20.com/ipl/playerimages/Kane%20Williamson.png
755,755,2,Rishabh Pant,14,14,1,684,128,52.61,394,173.6,1,5,68,37,2018,DC,rishabhpant,https://scores.iplt20.com/ipl/playerimages/Rishabh%20Pant.png
756,756,3,KL Rahul,14,14,2,659,95,54.91,416,158.41,0,6,66,32,2018,PBKS,klrahul,https://scores.iplt20.com/ipl/playerimages/KL%20Rahul.png
757,757,4,Ambati Rayudu,16,16,2,602,100,43.0,402,149.75,1,3,53,34,2018,CSK,ambatirayudu,https://scores.iplt20.com/ipl/playerimages/Ambati%20Rayudu.png
758,758,5,Shane Watson,15,15,1,555,117,39.64,359,154.59,2,2,44,35,2018,CSK,shanewatson,https://scores.iplt20.com/ipl/playerimages/Shane%20Watson.png
759,759,6,Jos Buttler,13,13,3,548,95,54.8,353,155.24,0,5,52,21,2018,RR,josbuttler,https://scores.iplt20.com/ipl/playerimages/Jos%20Buttler.png
760,760,7,Virat Kohli,14,14,3,530,92,48.18,381,139.1,0,4,52,18,2018,RCB,viratkohli,https://scores.iplt20.com/ipl/playerimages/Virat%20Kohli.png
761,761,8,Suryakumar Yadav,14,14,0,512,72,36.57,384,133.33,0,4,61,16,2018,MI,suryakumaryadav,https://scores.iplt20.com/ipl/playerimages/Suryakumar%20Yadav.png
762,762,9,Dinesh Karthik,16,16,6,498,52,49.8,337,147.77,0,2,49,16,2018,KKR,dineshkarthik,https://scores.iplt20.com/ipl/playerimages/Dinesh%20Karthik.png
763,763,10,Shikhar Dhawan,16,16,3,497,92,38.23,363,136.91,0,4,59,14,2018,SRH,shikhardhawan,https://scores.iplt20.com/ipl/playerimages/Shikhar%20Dhawan.png
764,764,11,Chris Lynn,16,16,1,491,74,32.73,377,130.23,0,3,56,18,2018,KKR,chrislynn,https://scores.iplt20.com/ipl/playerimages/Chris%20Lynn.png
765,765,12,AB de Villiers,12,11,2,480,90,53.33,275,174.54,0,6,39,30,2018,RCB,abdevilliers,https://scores.iplt20.com/ipl/playerimages/AB%20de%20Villiers.png
766,766,13,MS Dhoni,16,15,9,455,79,75.83,302,150.66,0,3,24,30,2018,CSK,msdhoni,https://scores.iplt20.com/ipl/playerimages/MS%20Dhoni.png
767,767,14,Suresh Raina,15,15,3,445,75,37.08,336,132.44,0,4,46,12,2018,CSK,sureshraina,https://scores.iplt20.com/ipl/playerimages/Suresh%20Raina.png
768,768,15,Sanju Samson,15,15,1,441,92,31.5,320,137.81,0,3,30,19,2018,RR,sanjusamson,https://scores.iplt20.com/ipl/playerimages/Sanju%20Samson.png
769,769,16,Shreyas Iyer,14,14,3,411,93,37.36,310,132.58,0,4,29,21,2018,DC,shreyasiyer,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Iyer.png
770,770,17,Evin Lewis,13,13,0,382,65,29.38,276,138.4,0,2,32,24,2018,MI,evinlewis,https://scores.iplt20.com/ipl/playerimages/Evin%20Lewis.png
771,771,18,Ajinkya Rahane,15,14,1,370,65,28.46,313,118.21,0,1,39,5,2018,RR,ajinkyarahane,https://scores.iplt20.com/ipl/playerimages/Ajinkya%20Rahane.png
772,772,19,Chris Gayle,11,11,2,368,104,40.88,252,146.03,1,3,30,27,2018,PBKS,chrisgayle,https://scores.iplt20.com/ipl/playerimages/Chris%20Gayle.png
773,773,20,Sunil Narine,16,16,0,357,75,22.31,188,189.89,0,2,40,23,2018,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
774,774,21,Robin Uthappa,16,16,0,351,54,21.93,265,132.45,0,1,30,21,2018,KKR,robinuthappa,https://scores.iplt20.com/ipl/playerimages/Robin%20Uthappa.png
775,775,22,Andre Russell,16,14,3,316,88,28.72,171,184.79,0,1,17,31,2018,KKR,andrerussell,https://scores.iplt20.com/ipl/playerimages/Andre%20Russell.png
776,776,23,Nitish Rana,15,15,2,304,59,23.38,232,131.03,0,1,26,14,2018,KKR,nitishrana,https://scores.iplt20.com/ipl/playerimages/Nitish%20Rana.png
777,777,24,Karun Nair,13,12,0,301,54,25.08,221,136.19,0,2,23,13,2018,PBKS,karunnair,https://scores.iplt20.com/ipl/playerimages/Karun%20Nair.png
778,778,25,Rohit Sharma,14,14,2,286,94,23.83,215,133.02,0,2,25,12,2018,MI,rohitsharma,https://scores.iplt20.com/ipl/playerimages/Rohit%20Sharma.png
779,779,26,Manish Pandey,15,13,2,284,62,25.81,246,115.44,0,3,22,5,2018,SRH,manishpandey,https://scores.iplt20.com/ipl/playerimages/Manish%20Pandey.png
780,780,27,Ishan Kishan,14,12,0,275,62,22.91,184,149.45,0,2,22,17,2018,MI,ishankishan,https://scores.iplt20.com/ipl/playerimages/Ishan%20Kishan.png
781,781,28,Hardik Pandya,13,13,4,260,50,28.88,195,133.33,0,1,20,11,2018,MI,hardikpandya,https://scores.iplt20.com/ipl/playerimages/Hardik%20Pandya.png
782,782,29,Yusuf Pathan,15,13,4,260,45,28.88,200,130.0,0,0,22,11,2018,SRH,yusufpathan,https://scores.iplt20.com/ipl/playerimages/Yusuf%20Pathan.png
783,783,30,Mandeep Singh,14,13,3,252,47,25.2,186,135.48,0,0,16,11,2018,RCB,mandeepsingh,https://scores.iplt20.com/ipl/playerimages/Mandeep%20Singh.png
784,784,31,Prithvi Shaw,9,9,0,245,65,27.22,160,153.12,0,2,27,10,2018,DC,prithvishaw,https://scores.iplt20.com/ipl/playerimages/Prithvi%20Shaw.png
785,785,32,Shakib Al Hasan,17,13,2,239,35,21.72,197,121.31,0,0,26,5,2018,SRH,shakibalhasan,https://scores.iplt20.com/ipl/playerimages/Shakib%20Al%20Hasan.png
786,786,33,Krunal Pandya,14,13,3,228,41,22.8,157,145.22,0,0,22,10,2018,MI,krunalpandya,https://scores.iplt20.com/ipl/playerimages/Krunal%20Pandya.png
787,787,34,Rahul Tripathi,12,12,3,226,80,25.11,167,135.32,0,1,18,8,2018,RR,rahultripathi,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tripathi.png
788,788,35,Vijay Shankar,13,11,7,212,54,53.0,148,143.24,0,1,11,11,2018,DC,vijayshankar,https://scores.iplt20.com/ipl/playerimages/Vijay%20Shankar.png
789,789,36,Shubman Gill,13,11,5,203,57,33.83,139,146.04,0,1,22,5,2018,KKR,shubmangill,https://scores.iplt20.com/ipl/playerimages/Shubman%20Gill.png
790,790,37,Quinton de Kock,8,8,0,201,53,25.12,162,124.07,0,1,20,8,2018,RCB,quintondekock,https://scores.iplt20.com/ipl/playerimages/Quinton%20de%20Kock.png
791,791,38,Ben Stokes,13,13,1,196,45,16.33,161,121.73,0,0,13,6,2018,RR,benstokes,https://scores.iplt20.com/ipl/playerimages/Ben%20Stokes.png
792,792,39,Glenn Maxwell,12,12,0,169,47,14.08,120,140.83,0,0,14,9,2018,DC,glennmaxwell,https://scores.iplt20.com/ipl/playerimages/Glenn%20Maxwell.png
793,793,40,Faf du Plessis,6,6,1,162,67,32.4,129,125.58,0,1,17,6,2018,CSK,fafduplessis,https://scores.iplt20.com/ipl/playerimages/Faf%20du%20Plessis.png
794,794,41,Parthiv Patel,6,6,1,153,53,30.6,109,140.36,0,1,20,4,2018,RCB,parthivpatel,https://scores.iplt20.com/ipl/playerimages/Parthiv%20Patel.png
795,795,42,Alex Hales,6,6,0,148,45,24.66,118,125.42,0,0,13,6,2018,SRH,alexhales,https://scores.iplt20.com/ipl/playerimages/Alex%20Hales.png
796,796,43,Dwayne Bravo,16,10,6,141,68,35.25,91,154.94,0,1,8,10,2018,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
797,797,44,Aaron Finch,10,9,1,134,46,16.75,100,134.0,0,0,6,8,2018,PBKS,aaronfinch,https://scores.iplt20.com/ipl/playerimages/Aaron%20Finch.png
798,798,45,Kieron Pollard,9,8,1,133,50,19.0,100,133.0,0,1,10,7,2018,MI,kieronpollard,https://scores.iplt20.com/ipl/playerimages/Kieron%20Pollard.png
799,799,46,Colin de Grandhomme,9,8,3,131,40,26.2,84,155.95,0,0,4,10,2018,RCB,colindegrandhomme,https://scores.iplt20.com/ipl/playerimages/Colin%20de%20Grandhomme.png
800,800,47,Brendon McCullum,6,6,0,127,43,21.16,88,144.31,0,0,16,6,2018,RCB,brendonmccullum,https://scores.iplt20.com/ipl/playerimages/Brendon%20McCullum.png
801,801,48,Krishnappa Gowtham,15,13,4,126,33,14.0,64,196.87,0,0,9,9,2018,RR,krishnappagowtham,https://scores.iplt20.com/ipl/playerimages/Krishnappa%20Gowtham.png
802,802,49,Wriddhiman Saha,11,10,2,122,35,15.25,102,119.6,0,0,17,1,2018,SRH,wriddhimansaha,https://scores.iplt20.com/ipl/playerimages/Wriddhiman%20Saha.png
803,803,50,Jason Roy,5,5,1,120,91,30.0,94,127.65,0,1,9,7,2018,DC,jasonroy,https://scores.iplt20.com/ipl/playerimages/Jason%20Roy.png
804,804,51,Mayank Agarwal,11,11,1,120,30,12.0,94,127.65,0,0,9,5,2018,PBKS,mayankagarwal,https://scores.iplt20.com/ipl/playerimages/Mayank%20Agarwal.png
805,805,52,D'Arcy Short,7,7,0,115,44,16.42,99,116.16,0,0,11,5,2018,RR,darcyshort,https://scores.iplt20.com/ipl/playerimages/D%27Arcy%20Short.png
806,806,53,Sam Billings,10,8,0,108,56,13.5,78,138.46,0,1,8,5,2018,CSK,sambillings,https://scores.iplt20.com/ipl/playerimages/Sam%20Billings.png
807,807,54,Ravichandran Ashwin,14,9,1,102,45,12.75,71,143.66,0,0,7,5,2018,PBKS,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
808,808,55,Marcus Stoinis,7,7,3,99,29,24.75,76,130.26,0,0,6,4,2018,PBKS,marcusstoinis,https://scores.iplt20.com/ipl/playerimages/Marcus%20Stoinis.png
809,809,56,Ben Cutting,9,6,2,96,37,24.0,58,165.51,0,0,5,8,2018,MI,bencutting,https://scores.iplt20.com/ipl/playerimages/Ben%20Cutting.png
810,810,57,Ravindra Jadeja,16,10,5,89,27,17.8,74,120.27,0,0,3,4,2018,CSK,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
811,811,58,Deepak Hooda,9,8,4,87,32,21.75,81,107.4,0,0,2,3,2018,SRH,deepakhooda,https://scores.iplt20.com/ipl/playerimages/Deepak%20Hooda.png
812,812,59,Gautam Gambhir,6,5,0,85,55,17.0,88,96.59,0,1,8,1,2018,DC,gautamgambhir,https://scores.iplt20.com/ipl/playerimages/Gautam%20Gambhir.png
813,813,60,Axar Patel,9,8,2,80,19,13.33,69,115.94,0,0,3,4,2018,PBKS,axarpatel,https://scores.iplt20.com/ipl/playerimages/Axar%20Patel.png
814,814,61,Moeen Ali,5,4,0,77,65,19.25,46,167.39,0,1,4,6,2018,RCB,moeenali,https://scores.iplt20.com/ipl/playerimages/Moeen%20Ali.png
815,815,62,Carlos Brathwaite,4,4,1,75,43,25.0,48,156.25,0,0,1,8,2018,SRH,carlosbrathwaite,https://scores.iplt20.com/ipl/playerimages/Carlos%20Brathwaite.png
816,816,63,David Miller,3,3,1,74,26,37.0,64,115.62,0,0,3,2,2018,PBKS,davidmiller,https://scores.iplt20.com/ipl/playerimages/David%20Miller.png
817,817,64,Washington Sundar,7,6,3,65,35,21.66,38,171.05,0,0,5,4,2018,RCB,washingtonsundar,https://scores.iplt20.com/ipl/playerimages/Washington%20Sundar.png
818,818,65,Yuvraj Singh,8,6,0,65,20,10.83,73,89.04,0,0,6,2,2018,PBKS,yuvrajsingh,https://scores.iplt20.com/ipl/playerimages/Yuvraj%20Singh.png
819,819,66,Abhishek Sharma,3,3,2,63,46,63.0,33,190.9,0,0,3,5,2018,DC,abhisheksharma,https://scores.iplt20.com/ipl/playerimages/Abhishek%20Sharma.png
820,820,67,Colin Munro,5,5,0,63,33,12.6,41,153.65,0,0,7,4,2018,DC,colinmunro,https://scores.iplt20.com/ipl/playerimages/Colin%20Munro.png
821,821,68,Harshal Patel,5,2,1,60,36,60.0,33,181.81,0,0,1,6,2018,DC,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
822,822,69,Rashid Khan,17,7,2,59,34,11.8,31,190.32,0,0,3,6,2018,SRH,rashidkhan,https://scores.iplt20.com/ipl/playerimages/Rashid%20Khan.png
823,823,70,Heinrich Klaasen,4,4,1,57,32,19.0,47,121.27,0,0,5,1,2018,RR,heinrichklaasen,https://scores.iplt20.com/ipl/playerimages/Heinrich%20Klaasen.png
824,824,71,Manan Vohra,4,4,0,55,45,13.75,47,117.02,0,0,2,4,2018,RCB,mananvohra,https://scores.iplt20.com/ipl/playerimages/Manan%20Vohra.png
825,825,72,Shreevats Goswami,6,3,0,52,35,17.33,40,130.0,0,0,6,1,2018,SRH,shreevatsgoswami,https://scores.iplt20.com/ipl/playerimages/Shreevats%20Goswami.png
826,826,73,Tim Southee,8,4,2,52,36,26.0,46,113.04,0,0,5,1,2018,RCB,timsouthee,https://scores.iplt20.com/ipl/playerimages/Tim%20Southee.png
827,827,74,Sarfaraz Khan,7,6,1,51,22,10.2,41,124.39,0,0,7,1,2018,RCB,sarfarazkhan,https://scores.iplt20.com/ipl/playerimages/Sarfaraz%20Khan.png
828,828,75,Rahul Tewatia,8,5,2,50,24,16.66,43,116.27,0,0,5,1,2018,DC,rahultewatia,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tewatia.png
829,829,76,Shreyas Gopal,11,4,1,50,24,16.66,45,111.11,0,0,5,0,2018,RR,shreyasgopal,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Gopal.png
830,830,77,Deepak Chahar,12,4,1,50,39,16.66,29,172.41,0,0,1,4,2018,CSK,deepakchahar,https://scores.iplt20.com/ipl/playerimages/Deepak%20Chahar.png
831,831,78,Jaydev Unadkat,15,7,3,49,26,12.25,38,128.94,0,0,6,1,2018,RR,jaydevunadkat,https://scores.iplt20.com/ipl/playerimages/Jaydev%20Unadkat.png
832,832,79,Manoj Tiwary,5,4,1,47,35,15.66,44,106.81,0,0,4,1,2018,PBKS,manojtiwary,https://scores.iplt20.com/ipl/playerimages/Manoj%20Tiwary.png
833,833,80,Chris Morris,4,4,3,46,27,46.0,26,176.92,0,0,3,2,2018,DC,chrismorris,https://scores.iplt20.com/ipl/playerimages/Chris%20Morris.png
834,834,81,Stuart Binny,7,5,0,44,22,8.8,39,112.82,0,0,2,2,2018,RR,stuartbinny,https://scores.iplt20.com/ipl/playerimages/Stuart%20Binny.png
835,835,82,JP Duminy,6,4,3,36,23,36.0,40,90.0,0,0,3,1,2018,MI,jpduminy,https://scores.iplt20.com/ipl/playerimages/JP%20Duminy.png
836,836,83,Andrew Tye,14,8,2,32,14,5.33,38,84.21,0,0,2,1,2018,PBKS,andrewtye,https://scores.iplt20.com/ipl/playerimages/Andrew%20Tye.png
837,837,84,Rinku Singh,4,4,0,29,16,7.25,31,93.54,0,0,4,0,2018,KKR,rinkusingh,https://scores.iplt20.com/ipl/playerimages/Rinku%20Singh.png
838,838,85,Harbhajan Singh,13,3,0,29,19,9.66,36,80.55,0,0,3,1,2018,CSK,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
839,839,86,Piyush Chawla,15,7,3,27,12,6.75,34,79.41,0,0,1,1,2018,KKR,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
840,840,87,Dan Christian,4,3,1,26,13,13.0,33,78.78,0,0,0,1,2018,DC,danchristian,https://scores.iplt20.com/ipl/playerimages/Dan%20Christian.png
841,841,88,Mohammed Siraj,11,4,2,25,14,12.5,22,113.63,0,0,2,1,2018,RCB,mohammedsiraj,https://scores.iplt20.com/ipl/playerimages/Mohammed%20Siraj.png
842,842,89,Kedar Jadhav,1,1,1,24,24,0.0,22,109.09,0,0,1,2,2018,CSK,kedarjadhav,https://scores.iplt20.com/ipl/playerimages/Kedar%20Jadhav.png
843,843,90,Tom Curran,5,4,1,23,18,7.66,28,82.14,0,0,3,0,2018,KKR,tomcurran,https://scores.iplt20.com/ipl/playerimages/Tom%20Curran.png
844,844,91,Mayank Markande,14,6,4,21,7,10.5,24,87.5,0,0,2,0,2018,MI,mayankmarkande,https://scores.iplt20.com/ipl/playerimages/Mayank%20Markande.png
845,845,92,Mahipal Lomror,2,2,1,20,11,20.0,21,95.23,0,0,1,0,2018,RR,mahipallomror,https://scores.iplt20.com/ipl/playerimages/Mahipal%20Lomror.png
846,846,93,Mohammad Nabi,2,2,0,18,14,9.0,12,150.0,0,0,3,0,2018,SRH,mohammadnabi,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Nabi.png
847,847,94,Corey Anderson,3,3,0,17,15,5.66,22,77.27,0,0,0,1,2018,RCB,coreyanderson,https://scores.iplt20.com/ipl/playerimages/Corey%20Anderson.png
848,848,95,Chris Woakes,5,4,2,17,11,8.5,19,89.47,0,0,1,1,2018,RCB,chriswoakes,https://scores.iplt20.com/ipl/playerimages/Chris%20Woakes.png
